scene_id,location_x,location_y,location_z,rotation_pitch,rotation_yaw,rotation_roll
kujiale_0000,-918.5875,-168.45586,180.9,0.0,-172.76169934103666,0.0
kujiale_0000,-718.0559,-393.99255,180.9,0.0,111.08290026366899,0.0
kujiale_0000,-752.53,-647.8372,180.9,0.0,-104.85261435867135,0.0
kujiale_0000,-384.87964,-371.13892,180.9,0.0,-66.02599476354406,0.0
kujiale_0000,-222.17148,-742.5269,180.9,0.0,-130.44760948964455,0.0
kujiale_0000,-72.84583,-70.43941,180.9,0.0,35.64919983629804,0.0
kujiale_0000,-536.3328,366.14197,181.43135,0.0,152.0588873981473,0.0
kujiale_0000,-578.6395,309.22845,180.9676,0.0,157.6091805488844,0.0
kujiale_0000,-1091.8599,227.99086,180.9,0.0,-75.09363686816226,0.0
kujiale_0000,-938.5936,-659.27905,180.9,0.0,125.49855812220022,0.0
kujiale_0000,15.0075,-144.44548,180.9,0.0,76.96091103378768,0.0
kujiale_0000,-514.6066,318.13815,181.07816,0.0,-92.98506487923679,0.0
kujiale_0000,40.66769,-821.547,181.74638,0.0,-67.02971899340837,0.0
kujiale_0000,-937.42096,-652.24384,180.9,0.0,-6.4028687999468445,0.0
kujiale_0000,-29.450308,-123.4449,180.9,0.0,-44.10823472827772,0.0
kujiale_0000,-439.1037,-489.85565,180.9,0.0,-85.51544977186443,0.0
kujiale_0000,-286.83597,62.114952,180.9,0.0,-28.229685012997606,0.0
kujiale_0000,-852.309,-598.33954,180.9,0.0,172.15448001796682,0.0
kujiale_0000,-305.84753,-366.4255,180.9,0.0,57.040588055410836,0.0
kujiale_0000,100.80147,-1036.8717,180.9,0.0,-76.89060196809073,0.0
kujiale_0000,-743.5916,-382.8598,180.9,0.0,63.202075804425704,0.0
kujiale_0000,-264.33685,-992.294,180.9,0.0,-125.54279515893609,0.0
kujiale_0000,-1108.5691,184.09326,180.9,0.0,37.7890436167973,0.0
kujiale_0000,-139.3642,-1.5599875,180.9,0.0,-175.00917906320066,0.0
kujiale_0000,-491.74896,-748.35675,180.9,0.0,-166.38052415438935,0.0
kujiale_0000,-906.1393,-601.1465,180.9,0.0,-90.31121543128829,0.0
kujiale_0000,-556.6761,-10.212311,180.9,0.0,-115.09100245286898,0.0
kujiale_0000,-216.76111,-791.4079,181.46568,0.0,-154.56626077674449,0.0
kujiale_0000,-792.1189,-663.01196,180.9,0.0,52.93647394901913,0.0
kujiale_0000,-226.908,-22.552086,180.9,0.0,-111.98344747806522,0.0
kujiale_0000,-377.13046,-966.2541,180.9,0.0,15.223571295342254,0.0
kujiale_0000,30.339237,95.327225,180.9,0.0,-34.43137277392768,0.0
kujiale_0000,-183.76141,21.764446,180.9,0.0,107.8000253515047,0.0
kujiale_0000,-610.55524,-1059.6473,190.9,0.0,119.05867033700184,0.0
kujiale_0000,-576.41095,-1037.4719,190.9,0.0,-12.602153398464878,0.0
kujiale_0000,-538.2331,338.85535,181.28526,0.0,148.17106399267976,0.0
kujiale_0000,0.7523861,76.84141,180.9,0.0,12.327979890445675,0.0
kujiale_0000,-905.4386,-579.4609,180.9,0.0,34.855318405363846,0.0
kujiale_0000,-1066.9373,-40.671158,180.9,0.0,23.507990775247976,0.0
kujiale_0000,79.34302,-837.88745,181.36722,0.0,-81.2166923788047,0.0
kujiale_0000,35.776096,-960.5502,181.06041,0.0,-92.75943031677787,0.0
kujiale_0000,-772.98486,-3.0126507,180.9,0.0,159.53691461837968,0.0
kujiale_0000,-936.8838,-559.6157,180.9,0.0,-94.29726970855678,0.0
kujiale_0000,-682.8496,-651.1143,180.9,0.0,156.1049230122636,0.0
kujiale_0000,-124.28111,-104.46182,180.9,0.0,142.2907339533853,0.0
kujiale_0000,-548.00726,342.86517,181.31577,0.0,-89.37636794795613,0.0
kujiale_0000,-336.61893,68.164925,180.9,0.0,-2.5566125842341307,0.0
kujiale_0000,-623.28845,-724.5642,180.9,0.0,-147.56517389840914,0.0
kujiale_0000,-227.92307,-925.9346,181.30565,0.0,-68.4626777779553,0.0
kujiale_0000,-936.9974,-561.4462,180.9,0.0,-128.5590807683072,0.0
kujiale_0000,105.877655,-888.2164,181.10707,0.0,-0.8692547918791433,0.0
kujiale_0000,-694.0071,-529.12933,180.9,0.0,19.634413827735614,0.0
kujiale_0000,-605.125,-1090.3228,190.9,0.0,57.43627418124592,0.0
kujiale_0000,-171.62384,-90.64019,180.9,0.0,89.72217435165771,0.0
kujiale_0000,-443.38077,-35.91139,180.9,0.0,179.5872708642865,0.0
kujiale_0000,-960.7439,-516.53784,180.9,0.0,151.20183961296152,0.0
kujiale_0000,-677.2446,-633.26416,180.9,0.0,96.19873311912266,0.0
kujiale_0000,-943.00745,-558.78357,180.9,0.0,-2.597123311374105,0.0
kujiale_0000,-325.77982,-550.868,180.9,0.0,-152.89967362723354,0.0
kujiale_0000,-628.487,-233.82838,180.9,0.0,-174.88338049966416,0.0
kujiale_0000,125.77277,-772.62573,180.9,0.0,-161.23288736499467,0.0
kujiale_0000,-652.12476,-628.1859,180.9,0.0,-4.602826747488109,0.0
kujiale_0000,78.90028,-920.9703,181.28426,0.0,-75.33413975365514,0.0
kujiale_0000,-491.49274,-373.67953,180.94487,0.0,-50.66064969996367,0.0
kujiale_0000,-264.4883,-992.80194,180.9,0.0,111.08577836650909,0.0
kujiale_0000,-518.7711,369.71826,181.60522,0.0,31.995519330408342,0.0
kujiale_0000,-558.9338,342.3259,181.20758,0.0,-168.27610375538978,0.0
kujiale_0000,-539.3647,-315.9523,180.9,0.0,169.93305673743868,0.0
kujiale_0000,-382.8231,-356.81375,180.9,0.0,-77.41252074239463,0.0
kujiale_0000,11.7065525,-169.70499,180.9,0.0,95.76850464899479,0.0
kujiale_0000,-922.03516,-723.7737,225.9,0.0,151.53155951149404,0.0
kujiale_0000,1.1226387,-144.09058,180.9,0.0,-34.68106740825496,0.0
kujiale_0000,-908.41223,-524.44037,180.9,0.0,32.74098010682087,0.0
kujiale_0000,-624.4246,-554.208,180.92062,0.0,112.47515665137138,0.0
kujiale_0000,-134.01028,-194.43468,180.9,0.0,144.28272246102642,0.0
kujiale_0000,-314.156,-398.46344,180.9,0.0,-78.81193731752504,0.0
kujiale_0000,-345.28598,-376.91034,180.9,0.0,-81.00484255696661,0.0
kujiale_0000,-516.94836,348.12964,181.3872,0.0,43.51406043185358,0.0
kujiale_0000,-501.18784,316.64328,181.0666,0.0,43.002062312194994,0.0
kujiale_0000,-238.08488,-747.594,180.9,0.0,-43.656500200747416,0.0
kujiale_0000,56.44933,-737.06854,180.9,0.0,-149.1206418233309,0.0
kujiale_0000,-716.9768,134.1238,180.9,0.0,102.5864740172791,0.0
kujiale_0000,0.21276093,84.14865,180.9,0.0,-127.87468245358552,0.0
kujiale_0000,-245.35616,-966.995,180.98152,0.0,-136.49286134636475,0.0
kujiale_0000,-177.39299,-754.65515,181.1495,0.0,-17.093627153576904,0.0
kujiale_0000,-712.3745,-144.75812,180.9,0.0,154.41327529392117,0.0
kujiale_0000,-605.5399,-941.4221,180.9,0.0,-130.32159970930738,0.0
kujiale_0000,-594.6548,-494.37372,180.9,0.0,-19.45394593598479,0.0
kujiale_0000,-972.85474,-550.0935,180.9,0.0,11.561009450642871,0.0
kujiale_0000,-992.26544,-70.05729,180.9,0.0,4.393852870340112,0.0
kujiale_0000,-917.06714,-631.66766,180.9,0.0,-83.20001978906133,0.0
kujiale_0000,5.5314503,-116.76552,180.9,0.0,39.594268512155935,0.0
kujiale_0000,-285.14117,-433.22437,180.9,0.0,-93.16495731637268,0.0
kujiale_0000,-841.283,165.71999,180.9,0.0,-99.66494218786505,0.0
kujiale_0000,64.56648,-927.59485,181.3972,0.0,20.634810918319488,0.0
